video_id,video_url,domain,subdomain,type,question,option_a,option_b,option_c,option_d,correct_answer
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Domain Expertise,Do the players perform split ring leap?,"No, the players perform a straddle jump instead.","No, the players perform a straddle jump instead.","No, the players perform a straddle jump instead.",yes,d
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Domain Expertise,Do the players perform sissone in side position?,"Yes, the players can perform sissone in side position.","Yes, sissone can be performed in a side position as a variation of the traditional jump.","Yes, players can perform sissone in side position but it is not commonly seen.",no,d
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,Do the players perform sissone in side position before the double salto backward tucked?,"No, the double salto backward tucked is performed before the sissone in side position.","No, the sissone in side position is performed after the double salto backward tucked.",yes,"No, the players perform a round-off before the double salto backward tucked.",c
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,"Do the players perform round-off, flic-flac with 0.5 turn on, stretched salto forward with 2 turn off before the double salto backward tucked?","Yes, the players perform all of those movements in that order during their routine.","Yes, they perform a round-off, flic-flac with 0.5 turn on, stretched salto forward with 2 turn off before the double salto backward tucked.","Yes, the players perform round-off, flic-flac with 0.5 turn on, stretched salto forward with 2 turn off before the double salto backward tucked.",no,d
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,"Do the players perform round-off, flic-flac with 0.5 turn on, stretched salto forward with 2 turn off after the double salto backward piked?","No, they perform the round-off and flic-flac with 1 turn on, followed by a tucked salto forward with no turns off.",yes,"No, the players do not perform that sequence of movements as it is not part of their routine.","No, the players perform a double salto backward tucked before attempting the round-off and flic-flac with a 0.5 turn on.",b
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,Do the players perform (under-swing or clear under-swing) salto forward piked after the switch leap (leap forward with leg change to cross split)?,"Yes, they perform a salto forward piked after the switch leap.",no,Yes,"Yes, the players perform a salto forward piked after the switch leap.",b
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,What do the players perform before performing salto backward stretched with 3 twist?,salto forward tucked,salto forward piked,salto backward tucked,salto backward piked,a
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,What do the players perform before performing switch leap (leap forward with leg change to cross split)?,saute with 1/2 turn,split jump with 1/2 turn,split jump with 1 turn,split jump with 1/2 turn,c
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,What do the players perform before performing split jump with 1 turn?,salto forward tucked with 1 twist,salto forward tucked with 1 twist,salto backward stretched with 3 twist,salto forward tucked with 2 twists,c
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,What do the players perform before performing double salto backward tucked?,"Before performing double salto backward tucked, the players perform a round-off followed by a back handspring.","Before performing double salto backward tucked, the players perform a round-off back handspring.","2 turn in tuck stand on one leg, free leg straight throughout turn",The players perform a round-off back handspring before performing double salto backward tucked.,c
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,"What do the players perform before performing 2 turn in tuck stand on one leg, free leg straight throughout turn?",double salto backward tucked,double salto backward tucked,double salto backward piked,single salto forward tucked,c
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,What do the players perform before performing split ring leap?,switch leap (leap forward with leg change to cross split),split jump (jump with legs straight out to the sides),switch leap (leap forward with a straight leg and a bent leg),split jump (jump with legs in a 180-degree split),a
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,What do the players perform after performing salto backward stretched with 3 twist?,split jump with 1 turn,Double pike dismount,split jump with 2 turns,double back tuck with a half twist,a
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,What do the players perform after performing split ring leap?,double salto backward piked,double salto forward tucked,double salto forward tucked,double salto forward tucked,a
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,What do the players perform after performing switch leap (leap forward with leg change to cross split)?,switch leap with a half turn,split jump,split ring leap,switch leap with a half turn,c
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,"What do the players perform after performing 2 turn in tuck stand on one leg, free leg straight throughout turn?",double salto backward tucked,double salto forward piked,single salto forward piked,double salto forward piked,a
P31Ht3H76ok_E_005884_005984,videos/fg/P31Ht3H76ok_E_005884_005984,Sports & Arts,Gymnastic,Temporal Understanding,What do the players perform after performing salto backward stretched with 2.5 twist?,salto forward tucked,salto backward tucked with 3 twists,salto forward piked,salto forward piked,a
aEZbP-Yephw_E_003547_003643,videos/fg/aEZbP-Yephw_E_003547_003643,Sports & Arts,Gymnastic,Domain Expertise,What is the video about?,Gymnastics Floor Routine,Balance Beam,Gymnastics competition,Gymnastics Floor Routine,b
aEZbP-Yephw_E_003547_003643,videos/fg/aEZbP-Yephw_E_003547_003643,Sports & Arts,Gymnastic,Temporal Understanding,How many actions do the players perform?,17,15,12,15,a
aEZbP-Yephw_E_003547_003643,videos/fg/aEZbP-Yephw_E_003547_003643,Sports & Arts,Gymnastic,Temporal Understanding,How many types of actions do the players perform?,10,13,11,10,b
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,What is the video about?,They're doing yoga,They're practicing dance,The video is about a fitness class,aerobic gymnastics,d
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,What are the players doing in the video?,They are performing a dance routine,aerobic gymnastics,They are participating in a yoga class,They are doing a martial arts demonstration.,b
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,How many players are in the video?,5,There are 6 players in the video,There are 4 players in the video,There are 7 players in the video.,a
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,How many players are performing gymnastics?,They're jumping on trampolines,5,They're doing acrobatics,They're participating in a cheerleading routine.,b
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,How many types of actions do the players perform?,2,The players perform 4 types of actions,The players perform 5 types of actions,The players perform 6 types of actions,a
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,How many actions do the players perform?,2,They perform 4 actions,They perform 5 actions,They perform 6 actions.,a
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,How many times do the players perform straddle jump?,1,They never perform a straddle jump,The players perform the straddle jump three times,There are five straddle jumps performed by the players.,a
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Counterfactual Thinking,How many times do the players perform explosive push up?,They perform explosive push-ups twice,They perform explosive push-ups three times,They perform explosive push-ups four times,1,d
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,How many players perform straddle jump?,They are performing a hurdle jump,Six players perform the straddle jump,5,Seven athletes are participating in the jump.,c
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,How many players perform explosive push up?,They're playing basketball,5,The sport is baseball,They're in the gym.,b
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,Do the players perform explosive push up?,They are practicing yoga,yes,They are participating in a cycling class,They are involved in a dance rehearsal.,b
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,Do the players perform leg circle?,They are jumping rope,They are practicing gymnastics,They are doing a dance routine,no,d
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,What do the players perform before performing explosive push up?,aerobic gymnastics straddle jump,They warm up with a light jog,They engage in dynamic stretching exercises,They practice regular push-ups to warm up their muscles.,a
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,What action do the players perform before explosive push up?,They perform a burpee,They do a jumping jack,They complete a squat jump,aerobic gymnastics straddle jump,d
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,What do the players perform after performing straddle jump?,They perform a cartwheel,They do a somersault,They execute a balance beam routine,aerobic gymnastics explosive push up,d
v_MpKpjb7EamM_c029_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c029_00,Sports & Arts,Aerobics,Explanation,What action do the players perform after straddle jump?,They perform a cartwheel,aerobic gymnastics explosive push up,They execute a handstand,They transition into a dance routine.,b
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,What is the video about?,They're performing a dance routine,aerobic gymnastics,The athletes are practicing martial arts,It's a figure skating performance.,b
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,What are the players doing in the video?,aerobic gymnastics,They are practicing a dance routine,The athletes are doing acrobatic stunts,They are participating in a rhythmic gymnastics competition.,a
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,How many players are in the video?,They're playing basketball,There are 4 players in the video,5,The video is taken in a gym.,c
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,How many players are performing gymnastics?,They are practicing martial arts,They are participating in a dance competition,5,They are rehearsing for a cheerleading routine.,c
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,How many types of actions do the players perform?,Three types of actions are performed by the players,The players perform five different actions,2,The players only perform one type of action.,c
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,How many actions do the players perform?,They're playing tennis,They're playing golf,The sport is volleyball,2,d
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,How many times do the players perform scissors leap?,They perform the scissors leap twice,They never perform the scissors leap,The players perform the scissors leap three times,1,d
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,How many times do the players perform straddle jump?,They perform the straddle jump twice,They never perform a straddle jump,The players do the straddle jump three times,1,d
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,How many players perform scissors leap?,They're playing basketball,Soccer is the game they’re performing the leap in,5,The scissors leap is performed in a gymnastics routine.,c
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,How many players perform straddle jump?,3 players perform straddle jump,6 players perform straddle jump,5,7 players perform straddle jump.,c
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,Do the players perform straddle jump?,They are executing a soccer kick,They are participating in a basketball game,yes,They are practicing gymnastics routines.,c
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,Do the players perform explosive support?,no,The players are moving quickly,They are jumping high,The team is showing great power.,a
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,What do the players perform before performing straddle jump?,They perform a rhythmic dance routine,aerobic gymnastics scissors leap,They complete a stretching sequence,They do a set of jumping jacks.,b
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,What action do the players perform before straddle jump?,They perform a warm-up stretch,They execute a forward roll,They take a running start,aerobic gymnastics scissors leap,d
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,What do the players perform after performing scissors leap?,They perform a balance beam routine,They move into a rhythmic gymnastics routine,aerobic gymnastics straddle jump,They begin a floor exercise in artistic gymnastics.,c
v_dFYr67eNMwA_c005_01,videos/aerobic_gymnastics/v_dFYr67eNMwA_c005_01,Sports & Arts,Aerobics,Explanation,What action do the players perform after scissors leap?,aerobic gymnastics straddle jump,They complete a back handspring,They move into a split jump,They execute a front tuck somersault.,a
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,What is the video about?,They're performing a dance routine,aerobic gymnastics,The sport is rhythmic gymnastics,They're doing yoga.,b
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,What are the players doing in the video?,They're practicing cheerleading,aerobic gymnastics,The sport is rhythmic gymnastics,They're doing a synchronized swimming routine.,b
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,How many players are in the video?,2,There are 4 players in the video,There are 5 players in the video,There are 6 players in the video.,a
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,How many players are performing gymnastics?,They're dancing ballet,They're practicing karate,The sport is cheerleading,2,d
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,How many types of actions do the players perform?,They perform 3 types of actions,They perform 4 types of actions,2,They perform 6 types of actions,c
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,How many actions do the players perform?,2,The players perform 3 actions,The players perform 5 actions,The players perform 6 actions.,a
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,How many times do the players perform scissors leap?,They perform the scissors leap twice,1,The players do the scissors leap three times,The scissors leap is performed four times.,b
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,How many times do the players perform illusion?,They perform the illusion twice,They never perform an illusion,1,The players perform the illusion four times.,c
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,How many players perform scissors leap?,They're playing volleyball,2,The sport being played is tennis,They are practicing gymnastics.,b
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,How many players perform illusion?,1 player performs the illusion,2,3 players perform the illusion,no players perform the illusion.,b
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,Do the players perform illusion?,They are playing soccer,The sport is baseball,They are performing magic tricks,yes,d
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,Do the players perform split?,they're playing tennis,they're doing gymnastics,no,they're dancing.,c
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Attribution Understanding,What do the players perform before performing illusion?,They warm up with some stretches,aerobic gymnastics scissors leap,They run a few laps around the stage,They do some weightlifting exercises.,b
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,What action do the players perform before illusion?,aerobic gymnastics scissors leap,They are executing a cartwheel,They are doing a backflip,They are jumping on a trampoline.,a
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,What do the players perform after performing scissors leap?,aerobic gymnastics illusion,They execute a rhythmic dance move,They transition into a cheerleading stunt,They continue with a martial arts kick.,a
v_crsi07chcV8_c004_01,videos/aerobic_gymnastics/v_crsi07chcV8_c004_01,Sports & Arts,Aerobics,Explanation,What action do the players perform after scissors leap?,aerobic gymnastics illusion,They execute a cartwheel,They perform a back handspring,They transition into a dance routine.,a
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,What is the video about?,aerobic gymnastics,They are practicing cheerleading,The sport is rhythmic gymnastics,They are doing yoga.,a
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,What are the players doing in the video?,They are performing a dance routine,aerobic gymnastics,They are doing a martial arts demonstration,They are rehearsing for a theater performance.,b
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,How many players are in the video?,5,There are 3 players,The sport is handball,The court has 6 players.,a
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,How many players are performing gymnastics?,They're practicing acrobatics,They're participating in rhythmic gymnastics,They're training for a dance competition,5,d
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,How many types of actions do the players perform?,They perform 3 types of actions,2,There are 4 types of actions the players do,The players only perform 1 type of action.,b
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,How many actions do the players perform?,2,The players perform one action,The players perform four actions,The players perform five actions.,a
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,How many times do the players perform scissors leap?,They perform the scissors leap twice,1,The players perform the scissors leap three times,They perform the scissors leap five times.,b
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,How many times do the players perform support?,They perform support twice,1,Support is performed three times,Support is performed four times.,b
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,How many players perform scissors leap?,5,There are only 3 players who perform the scissors leap,The players are practicing for a volleyball match,The leap is a required move in figure skating.,a
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,How many players perform support?,5,6 players perform support,7 players perform support,8 players perform support.,a
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,Do the players perform support?,They are playing solo,They are competing against each other,yes,The players work independently without helping each other.,c
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,Do the players perform v support?,no,They are running laps,They are practicing their serves,They are lifting weights.,a
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,What do the players perform before performing support?,They warm up with stretching exercises,aerobic gymnastics scissors leap,They engage in strength training with weights,They work on their balance with a balance beam routine.,b
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,What action do the players perform before support?,They perform a high jump,They do a cartwheel,aerobic gymnastics scissors leap,They perform a rhythmic gymnastics ribbon routine.,c
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,What do the players perform after performing scissors leap?,They move on to the next exercise in their routine,aerobic gymnastics support,The players then go into a synchronized dance,They prepare for the next element of their performance.,b
v_CoAiZeQaVCc_c011_00,videos/aerobic_gymnastics/v_CoAiZeQaVCc_c011_00,Sports & Arts,Aerobics,Explanation,What action do the players perform after scissors leap?,They perform a cartwheel,aerobic gymnastics support,They execute a somersault,They transition into a dance routine.,b
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,What is the video about?,They are practicing yoga,They are performing a dance routine,aerobic gymnastics,They are doing a cheerleading performance.,c
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,What are the players doing in the video?,They are practicing ballet,aerobic gymnastics,The activity is a dance rehearsal,They are performing a synchronized swimming routine.,b
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,How many players are in the video?,4,6,5,8.,c
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,How many players are performing gymnastics?,They are practicing dance,They are participating in a cheerleading routine,5,They are taking part in a yoga class.,c
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,How many types of actions do the players perform?,2,The players perform 5 actions,The players perform 4 actions,The players perform 6 actions.,a
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,How many actions do the players perform?,They perform 3 actions,They only perform 1 action,2,They perform 4 actions.,c
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,How many times do the players perform illusion?,1,The players never perform an illusion,They perform the illusion three times,The illusion is performed four times.,a
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,How many times do the players perform helicopter?,They perform helicopter 2 times,They perform helicopter 3 times,They never perform helicopter,1,d
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,How many players perform illusion?,There are 7 players performing illusion,There are 6 players performing illusion,There are 4 players performing illusion,5,d
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,How many players perform helicopter?,They're playing football,The sport is cricket,They're competing in a rugby match,5,d
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,Do the players perform helicopter?,"The players are not performing helicopter, they are playing tennis",The players are performing a different aerial trick,yes,The players are participating in a gymnastics routine.,c
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,Do the players perform split?,they are performing acrobatics,they are doing gymnastics,no,they are playing football.,c
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,What do the players perform before performing helicopter?,aerobic gymnastics illusion,They're executing a cheerleading stunt,They're practicing martial arts,They're performing a figure skating spin.,a
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,What action do the players perform before helicopter?,They perform a cartwheel,aerobic gymnastics illusion,They execute a backflip,They engage in a dance routine.,b
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,What do the players perform after performing illusion?,They perform a rhythmic gymnastics routine,aerobic gymnastics helicopter,They move on to competitive cheerleading stunts,They transition into a figure skating program,b
v_MpKpjb7EamM_c051_00,videos/aerobic_gymnastics/v_MpKpjb7EamM_c051_00,Sports & Arts,Aerobics,Explanation,What action do the players perform after illusion?,aerobic gymnastics helicopter,They execute a synchronized swimming move,They transition into a acrobatic jump,They engage in a rhythmic gymnastics sequence.,a
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,What is the video about?,aerobic gymnastics,The video showcases a dance routine,It's a workout session,They are doing rhythmic gymnastics.,a
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,What are the players doing in the video?,aerobic gymnastics,They're performing a ballet routine,They're doing a rhythmic gymnastics,They're participating in a dance competition.,a
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,How many players are in the video?,They're playing volleyball,There are 4 players on the field,The players are wearing football uniforms,2,d
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,How many players are performing gymnastics?,They're playing volleyball,They're dancing ballet,2,They are doing cheerleading.,c
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,How many types of actions do the players perform?,2,There is only 1 type of action performed,The players perform 4 different actions,There are 5 types of actions that the players perform.,a
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,How many actions do the players perform?,They perform 3 actions,They perform 4 actions,2,They perform 6 actions,c
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,How many times do the players perform straddle jump?,They perform the straddle jump twice,They never perform a straddle jump,1,They perform the straddle jump four times.,c
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,How many times do the players perform explosive push up?,They perform explosive push ups three times,They do four explosive push ups,The players complete five explosive push ups,1,d
v_fCc2IXTBIxw_c009_00,videos/aerobic_gymnastics/v_fCc2IXTBIxw_c009_00,Sports & Arts,Aerobics,Explanation,How many players perform straddle jump?,2,They're practicing gymnastics,The sport is track and field,They're doing dance rehearsals.,a
