video_id,video_url,domain,subdomain,question,option_a,option_b,option_c,option_d,correct_answer
NNSBpXz_8yo,./all_data2/NNSBpXz_8yo/NNSBpXz_8yo.mp4,Tech & Engineering,Agriculture,What would happen if we do nothing to the cattle?,"It can lead to serious health issues or death. Bloating causes pressure in the animal's abdomen, impairing breathing and circulation. This can quickly become fatal if not addressed.","The cattle would simply digest the excess gas naturally over time without any intervention, gradually returning to normal health.","The bloating in the cattle's stomach would eventually dissipate on its own, with the cattle experiencing only temporary discomfort but no serious health consequences.",,a
NNSBpXz_8yo,./all_data2/NNSBpXz_8yo/NNSBpXz_8yo.mp4,Tech & Engineering,Agriculture,What might the farmers do next,They will likely remove the trocar and suture the hole in the cattle's side.,They might administer additional medication to ensure no further bloating occurs.,They could monitor the cattle closely for a few days to ensure its health stabilizes.,They may adjust the cattle's diet to prevent future instances of bloating.,a
NNSBpXz_8yo,./all_data2/NNSBpXz_8yo/NNSBpXz_8yo.mp4,Tech & Engineering,Agriculture,What can be the cause of the cattle's issue?,"It can be caused by the build-up of gas in the stomach, often due to rapid fermentation of certain feeds, like lush pasture or grain.","It could be due to the cattle ingesting a large amount of water quickly, leading to stomach expansion.","The issue might arise from the cattle eating foods that are difficult to digest, causing intestinal blockages.","The problem may stem from a sudden change in the cattle's diet, leading to an imbalance in stomach bacteria.",a
poQXxGr8Xxo,./all_data2/poQXxGr8Xxo/poQXxGr8Xxo.mp4,Tech & Engineering,Agriculture,Why is there a hole in the cow's head?,"Because its horn was growing too long, which penetrated the skin of its head.","It is a natural feature of this particular breed of cow, used for thermal regulation.","The hole is a result of a veterinary procedure unrelated to horn growth, aimed at treating a brain condition.",,a
poQXxGr8Xxo,./all_data2/poQXxGr8Xxo/poQXxGr8Xxo.mp4,Tech & Engineering,Agriculture,How many horns does the man cut?,Two.,One.,Three.,,a
poQXxGr8Xxo,./all_data2/poQXxGr8Xxo/poQXxGr8Xxo.mp4,Tech & Engineering,Agriculture,What would happen if the person in the video do not do this to the cow?,Its horns could grow naturally without causing any harm to the cow or affecting its health.,The cow's horns would eventually fall off on their own without any need for human intervention.,"Its horns could injure penetrate the cow's own skin causing pain and infection, or impede the cow's ability to move and feed comfortably.",,c
poQXxGr8Xxo,./all_data2/poQXxGr8Xxo/poQXxGr8Xxo.mp4,Tech & Engineering,Agriculture,What might the farmers do next,"They might leave the wound as is, believing it will heal on its own without any intervention.",They could use a traditional home remedy instead of modern medicine to treat the wound.,They will likely apply antiseptic to the wound to prevent infection.,,c
GJrhvIFOO_o,./all_data2/GJrhvIFOO_o/GJrhvIFOO_o.mp4,Tech & Engineering,Agriculture,How does the horse feel during the process?,The horse is visibly distressed and trying to escape.,"The horse shows no particular reaction, indicating indifference to the process.",The horse is enjoying the process with a smile on its face.,,c
GJrhvIFOO_o,./all_data2/GJrhvIFOO_o/GJrhvIFOO_o.mp4,Tech & Engineering,Agriculture,How many animals appear in the video?,"Only one, a horse.","Three, including a horse, a dog, and a cat not clearly visible.",Two. There are a horse and a dog,,c
GJrhvIFOO_o,./all_data2/GJrhvIFOO_o/GJrhvIFOO_o.mp4,Tech & Engineering,Agriculture,What will the man do next,He might prepare food for the animals.,He could leave the area without doing any further tasks.,He is likely to clean his hands.,,c
shorts/DJIcT_EqtSM,./all_data2/shorts/DJIcT_EqtSM/DJIcT_EqtSM.mp4,Tech & Engineering,Electroincs,What is being built?,A wireless router.,An electric circuit tester.,A cable tracker.,,c
shorts/DJIcT_EqtSM,./all_data2/shorts/DJIcT_EqtSM/DJIcT_EqtSM.mp4,Tech & Engineering,Electroincs,What is the electronics principle behind it?,It utilizes the principles of acoustic echo cancellation to identify cable paths.,It relies on thermal imaging to see through walls and locate cables.,"It is the generation and detection of an electromagnetic field. The transmitted signal creates an electromagnetic field around the cable, and the receiver is designed to detect this field.",,c
Hr7lvFG21Gc,./all_data2/Hr7lvFG21Gc/Hr7lvFG21Gc.mp4,Tech & Engineering,Electroincs,What if we flip the LED?,The LED light will blink in a different pattern.,The color of the LED light will change.,The LED light will never light up.,,c
Hr7lvFG21Gc,./all_data2/Hr7lvFG21Gc/Hr7lvFG21Gc.mp4,Tech & Engineering,Electroincs,What might be the possible use of this circuit?,It can function as a basic calculator.,It might serve as a temperature sensor for climate control systems.,It can be used as a security alarm.,,c
Z2AzlP0-8OE,./all_data2/Z2AzlP0-8OE/Z2AzlP0-8OE.mp4,Tech & Engineering,Electroincs,How many capacitors are there in the final circuit?,Two.,Three.,Four.,,c
Z2AzlP0-8OE,./all_data2/Z2AzlP0-8OE/Z2AzlP0-8OE.mp4,Tech & Engineering,Electroincs,What might be the use of the circuit?,It could serve as a simple LED flashlight.,It might be a part of a DIY radio.,It can be an electric mouse trap or high voltage fly zapper.,,c
yz6NeHrcfWg,./all_data2/yz6NeHrcfWg/yz6NeHrcfWg.mp4,Tech & Engineering,Energy & Power,In which direction does the Pinwheel rotate?,Clockwise.,Counter-clockwise.,It does not rotate.,,a
yz6NeHrcfWg,./all_data2/yz6NeHrcfWg/yz6NeHrcfWg.mp4,Tech & Engineering,Energy & Power,Why does the pink wheel stop rotating?,As soon as all candles went out.,When the surrounding air temperature decreases.,Due to mechanical failure.,,a
yz6NeHrcfWg,./all_data2/yz6NeHrcfWg/yz6NeHrcfWg.mp4,Tech & Engineering,Energy & Power,"If we light up the candle at the top right corner first, will the rotating direction change?","Yes, it will rotate counter-clockwise.","No, the direction will not change.","Yes, but it will stop sooner.",,b
yz6NeHrcfWg,./all_data2/yz6NeHrcfWg/yz6NeHrcfWg.mp4,Tech & Engineering,Energy & Power,Why does the pink Pinwheel rotate?,Due to the magnetic field generated by the candles.,Because of the wind blowing through the area.,It is due to the heat-induced convection currents created by the candles.,,c
shorts/MPB09Vuz8rg,./all_data2/shorts/MPB09Vuz8rg/shorts:MPB09Vuz8rg.mp4,Tech & Engineering,Mechanical Engineering,Is the water flowing?,Yes.,No.,It's frozen and not flowing.,,a
shorts/MPB09Vuz8rg,./all_data2/shorts/MPB09Vuz8rg/shorts:MPB09Vuz8rg.mp4,Tech & Engineering,Mechanical Engineering,What phenomenon does the video demonstrate?,laminar flow,capillary action,osmotic pressure,,a
shorts/MPB09Vuz8rg,./all_data2/shorts/MPB09Vuz8rg/shorts:MPB09Vuz8rg.mp4,Tech & Engineering,Mechanical Engineering,What causes this phenomenon?,"It's caused by high fluid velocity, leading to chaotic flow patterns.","Laminar flow occurs when a fluid flows in parallel layers, with no disruption between the layers. This typically happens at low flow velocities and with fluids of higher viscosity. In such conditions, the fluid moves smoothly in an orderly path, and there's minimal mixing or eddies.",It results from the fluid's temperature being uniformly distributed.,,b
shorts/MPB09Vuz8rg,./all_data2/shorts/MPB09Vuz8rg/shorts:MPB09Vuz8rg.mp4,Tech & Engineering,Mechanical Engineering,What is the counterpart of this phenomenon?,turbulent flow,diffusion,molecular bonding,,a
shorts/DwXWAZn7p-Q,./all_data2/shorts/DwXWAZn7p-Q/DwXWAZn7p-Q.mp4,Tech & Engineering,Mechanical Engineering,What if we change the fork near ping-pong balls to a 512 Hz one?,The ping-pong balls will not react due to lack of resonance.,The ping-pong balls will explode due to the high frequency.,The ping-pong balls will vibrate when the person hit another 512 Hz fork.,,c
shorts/DwXWAZn7p-Q,./all_data2/shorts/DwXWAZn7p-Q/DwXWAZn7p-Q.mp4,Tech & Engineering,Mechanical Engineering,What phenomenon does the video demonstrate?,Resonance.,Electromagnetic induction.,Capacitive coupling.,,a
yz6NeHrcfWg,./all_data2/yz6NeHrcfWg/yz6NeHrcfWg.mp4,Tech & Engineering,Energy & Power,In which direction does the Pinwheel rotate?,Clockwise.,Counter-clockwise.,It does not rotate.,,a
yz6NeHrcfWg,./all_data2/yz6NeHrcfWg/yz6NeHrcfWg.mp4,Tech & Engineering,Energy & Power,Why does the pink wheel stop rotating?,As soon as all candles went out.,When the surrounding air temperature decreases.,Due to mechanical failure.,,a
yz6NeHrcfWg,./all_data2/yz6NeHrcfWg/yz6NeHrcfWg.mp4,Tech & Engineering,Energy & Power,"If we light up the candle at the top right corner first, will the rotating direction change?","Yes, it will rotate counter-clockwise.","No, the direction will not change.","Yes, but it will stop sooner.",,b
yz6NeHrcfWg,./all_data2/yz6NeHrcfWg/yz6NeHrcfWg.mp4,Tech & Engineering,Energy & Power,Why does the pink Pinwheel rotate?,Due to the magnetic field generated by the candles.,Because of the wind blowing through the area.,It is due to the heat-induced convection currents created by the candles.,,c
jpqvkvgdeFs,./all_data2/jpqvkvgdeFs/jpqvkvgdeFs.mp4,Tech & Engineering,Mechanical Engineering,What is the subject of the video?,It is a dynamic vibration absorber.,It is an electromagnetic motor.,It is a hydraulic damping system.,,a
jpqvkvgdeFs,./all_data2/jpqvkvgdeFs/jpqvkvgdeFs.mp4,Tech & Engineering,Mechanical Engineering,What is the function of the subject shown in the video?,It generates electrical energy from mechanical vibrations.,It amplifies specific frequencies for mechanical testing.,"It is a device used to reduce or eliminate unwanted vibrations in a mechanical system. Its primary function is to absorb and dissipate the energy of specific vibration frequencies, thereby reducing the amplitude of these vibrations in the main system.",,c
shorts/wlpxnM4KLgs,./all_data2/shorts/wlpxnM4KLgs/shorts:wlpxnM4KLgs.mp4,Tech & Engineering,Agriculture,What happened to the plant?,Its leaves fold inward and droop when touched.,Its leaves got cut.,Its leaves turn yellow.,,a
shorts/H-qNPV4WSsE,./all_data2/shorts/H-qNPV4WSsE/H-qNPV4WSsE.mp4,Tech & Engineering,Mechanical Engineering,Which ball arrives at the goal first,The on on the top.,The one in the middle.,The one at the bottom.,,b
shorts/jniK2F1wnYw,./all_data2/shorts/jniK2F1wnYw/jniK2F1wnYw.mp4,Tech & Engineering,Agriculture,What are the dragonflies doing?,They are playing with each other.,One dragonfly is eating the other one.,They are mating.,,c
shorts/jniK2F1wnYw,./all_data2/shorts/jniK2F1wnYw/jniK2F1wnYw.mp4,Tech & Engineering,Agriculture,What happened to the planarian?,It is cut by the person.,One planarian gave birth to the other one.,Two planarian are playing with each other.,,a
shorts/jniK2F1wnYw,./all_data2/shorts/jniK2F1wnYw/jniK2F1wnYw.mp4,Tech & Engineering,Agriculture,Can both parts of the planarian survive if the shorter one is only 1/5 of the original length?,Yes.,No.,Cannot tell from the video.,,a
shorts/erVTP1PE858,./all_data2/shorts/erVTP1PE858/erVTP1PE858.mp4,Tech & Engineering,Electroincs,Why does the girl's hair stand out from her head?,She has not washed her hair for a long time.,She uses a lot of hair gel to make her hair stand out.,The hair strands get charged and repel each other.,,c
shorts/SsK8DnOb5So,./all_data2/shorts/SsK8DnOb5So/SsK8DnOb5So.mp4,Tech & Engineering,Energy & Power,Why does the liquid nitrogen explode?,The nitrogen gas expands very quickly when contacting the boiling water.,The nitrogen gas is ignited by the boiling water.,There is a serious chemical reaction between the water and nitrogen that releases huge power.,,a
shorts/SsK8DnOb5So,./all_data2/shorts/SsK8DnOb5So/SsK8DnOb5So.mp4,Tech & Engineering,Energy & Power,What if we replace the boiling water with iced water?,The liquid nitrogen will fuse with the water.,There might not be a explosion but the liquid nitrogen will immediately turn into gas.,There will be a even more serious explosion.,,b
shorts/SsK8DnOb5So,./all_data2/shorts/SsK8DnOb5So/SsK8DnOb5So.mp4,Tech & Engineering,Electroincs,Why does the light bulb light up?,It is due to the static electricity.,The magnetic field illuminates the light.,The movement of the magnet relative to the motor induce an electrical current in the circuit.,,c
shorts/SsK8DnOb5So,./all_data2/shorts/SsK8DnOb5So/SsK8DnOb5So.mp4,Tech & Engineering,Electroincs,Why does the light bulb light up?,It is due to the static electricity.,The magnetic field illuminates the light.,The movement of the magnet relative to the motor induce an electrical current in the circuit.,,c
